name,release_date,price,positive,negative,app_id,min_owners,max_owners,hltb_single
EPIC KNIGHT,"Jan 25, 2022",0.99,7,5,1872160,0,20000,
Lola - The Escape,"Sep 16, 2021",5.99,4,0,1743280,20000,50000,
One Piu Day,"Sep 26, 2018",2.99,2,3,907220,0,20000,
Pegasus-5: Gone Astray,"Jul 11, 2018",6.99,31,1,794030,0,20000,
Rescue Teddy,"Jun 30, 2021",3.99,5,0,1623560,0,20000,
Flint,"Sep 16, 2019",0.99,4,0,1146090,0,20000,15.0
Lighthockey,"Oct 30, 2015",1.99,8,3,406300,0,20000,
Grass Cutters Academy - Idle Game,"Feb 10, 2021",0.0,30,19,1511410,0,20000,
Kirakira stars idol project Nagisa,"Jun 18, 2020",12.99,29,1,1281510,0,20000,
MetaWare High School (Demo),"Apr 2, 2020",0.0,528,13,1194740,0,20000,2.0
Don't Go into the Woods,"Jun 30, 2019",2.99,4,0,1017660,0,20000,
拖拉机,"Dec 5, 2018",3.99,5,0,975860,0,20000,
VR Benchmark Kanojo,"Apr 18, 2018",0.0,176,53,826480,50000,100000,
Yet Another Survival Game,"Feb 28, 2019",0.99,14,12,1023060,0,20000,
FullBlast,"Jan 28, 2016",4.99,55,19,429220,20000,50000,1.0
Curved Space,"Jun 29, 2021",4.99,19,1,1320230,0,20000,2.0
The Revenge of Mr.Samuel,"May 4, 2022",1.99,8,0,1964780,0,20000,
Krieg,"Sep 22, 2017",0.0,21,5,655620,0,20000,
Zombie Desperation,"Mar 22, 2018",0.99,61,23,818570,0,20000,
Quadrablaze,"Dec 20, 2017",4.99,5,2,661050,0,20000,
Witch Ring Meister,"Apr 19, 2019",6.99,29,9,1053160,0,20000,
Paint Warfare,"Mar 6, 2022",0.0,263,54,1190150,50000,100000,
The Witch's Isle,"Sep 14, 2017",2.99,46,7,701860,0,20000,3.0
DreamWorks Dragons: Dawn of New Riders,"Feb 15, 2019",29.99,90,19,896960,20000,50000,6.0
CAPCOM GO! Apollo VR Planetarium,"Aug 23, 2019",0.0,54,10,1116650,20000,50000,
Cinderella VR,"Nov 5, 2018",9.99,3,2,935720,0,20000,
Spacefolk City,"Nov 10, 2021",24.99,10,0,1791710,0,20000,
The Sekimeiya: Spun Glass,"May 6, 2021",29.99,100,7,1432500,0,20000,46.0
Claustrophobia,"Feb 10, 2022",9.0,9,5,1667170,0,20000,
West of Loathing,"Aug 10, 2017",10.99,7199,177,597220,500000,1000000,7.0
Bunny Bash,"Apr 28, 2016",5.99,8,5,340680,0,20000,
Arctic Adventure,"May 5, 2014",0.0,27,20,358170,0,20000,5.0
Return Home,"Aug 30, 2019",4.99,4,0,451940,0,20000,1.0
Cube Smash,"Jan 28, 2020",4.99,1,0,1199650,0,20000,1.0
Void Marauders,"Mar 29, 2022",11.99,31,6,1482820,0,20000,
Rugida,"Feb 26, 2021",8.99,9,1,1352180,0,20000,
Mindball Play,"Jul 11, 2018",4.99,67,18,446850,0,20000,9.0
Air Museum VR,"Mar 22, 2022",19.99,2,6,1920850,0,20000,
Peg Adventure - Solo Noble,"Nov 13, 2020",0.99,10,0,1433830,0,20000,
PuzzleKid,"Apr 22, 2020",3.99,2,0,1272520,0,20000,
Wirewalk()↳,"Sep 23, 2021",4.99,35,1,1636700,0,20000,
Bustories,"Apr 19, 2018",3.99,28,16,778570,0,20000,
Worlds Adrift,"May 24, 2017",0.0,3417,2011,322780,100000,200000,
Zero G Arena,"Aug 8, 2018",9.99,661,76,467820,20000,50000,
Super Potato Bruh,"Oct 20, 2018",3.99,18,7,951360,0,20000,
Block Granny Horror Survival,"Aug 16, 2019",2.99,5,9,1111880,0,20000,
Grimind,"Feb 13, 2014",9.99,174,95,265380,100000,200000,6.0
Soulstopia -PHI-,"Sep 28, 2021",2.99,22,1,1752760,0,20000,
Daemonical,"Aug 15, 2018",14.99,148,73,779100,20000,50000,
Hilda Bewildered,"Jun 11, 2019",2.99,0,1,1071030,0,20000,
VIRUS RUSH,"Jul 30, 2020",4.99,4,0,785150,0,20000,
Forbidden Pleasure,"May 9, 2020",11.99,6,7,1287830,0,20000,
BREATHE,"Mar 8, 2018",0.0,174,182,799860,100000,200000,1.0
ZOOMnBOOM,"Aug 29, 2018",0.99,4,4,870580,0,20000,
Karolina,"May 1, 2022",1.99,1,1,1874380,20000,50000,
Adventure Boy Jailbreak,"Jan 24, 2020",0.0,16,3,1207380,0,20000,
Witching Tower VR,"Oct 25, 2018",19.99,89,25,800200,0,20000,2.0
REGOLA,"Apr 11, 2020",2.99,22,8,1039310,0,20000,
Tales of Zestiria,"Oct 19, 2015",7.49,6643,1459,351970,500000,1000000,42.0
Homesick,"May 28, 2015",14.99,1012,280,244910,50000,100000,2.0
Blockwick 2,"Jun 25, 2015",9.99,166,3,377660,20000,50000,9.0
Fureraba ~Friend to Lover~,"May 4, 2018",29.99,278,4,822760,20000,50000,22.0
Anime Jigsaw Puzzles,"Aug 27, 2020",3.99,5,0,1391600,0,20000,
Whispered Secrets: Into the Beyond Collector's Edition,"Jul 17, 2017",9.99,5,0,669040,0,20000,
Alien Cat 8,"Sep 3, 2020",0.5,4,2,1387870,0,20000,
Pathogen-病原体,"Apr 2, 2019",6.99,17,5,794780,0,20000,1.0
Arcadia,"Oct 31, 2019",0.0,88,31,987240,0,20000,2.0
Hyper Box,"Mar 16, 2016",2.99,39,12,438820,20000,50000,
Marvin The Hatter,"Apr 19, 2019",1.99,11,13,1036820,0,20000,1.0
Rescue Friends Solitaire,"Jul 20, 2021",5.99,2,0,1587530,0,20000,
Mini's Magic World,"May 12, 2016",6.99,6,1,449420,0,20000,
Build Molecules for Vick - Chemistry Puzzle,"May 10, 2021",1.39,15,1,1587350,20000,50000,
Elves Adventure,"Aug 1, 2016",1.99,42,121,504980,100000,200000,2.0
Duckpocalypse,"Aug 22, 2016",2.99,47,5,512240,0,20000,
Dear Mom,"Feb 1, 2021",3.99,13,5,1518140,0,20000,
Survived By,"Dec 5, 2018",0.0,771,481,606140,200000,500000,
MEGAMiX,"Oct 5, 2018",0.0,8,9,777140,0,20000,1.0
Claude Monet - The Water Lily obsession,"Jun 19, 2019",2.99,23,4,1071170,0,20000,
Halloween World,"Aug 27, 2020",0.99,2,3,1391400,0,20000,
Drift King: Survival,"Nov 24, 2016",4.99,28,40,553290,0,20000,
Void Grimm,"Dec 10, 2021",9.99,8,4,1789360,0,20000,
Street Sweeper,"Feb 18, 2020",0.0,9,2,1228950,0,20000,
Destination Primus Vita - Ep. 1,"Aug 16, 2018",0.0,69,22,680750,20000,50000,
答题英雄——细胞生物学,"Feb 23, 2019",0.99,6,0,1011860,20000,50000,
Hajji Tours,"Jan 26, 2021",5.99,2,0,1510720,0,20000,
Old Gods,"May 19, 2022",5.99,1,0,1726180,50000,100000,
Hidden Dimensions 3,"Oct 12, 2016",0.0,56,14,531540,0,20000,
Planet Driller,"Jul 4, 2016",1.99,47,25,492170,20000,50000,
Barbarian Legend,"Jun 30, 2021",14.99,21,21,1595310,0,20000,
Degrees,"May 18, 2018",1.99,23,27,857520,0,20000,
Invisible Mind,"Aug 10, 2016",0.54,61,95,502090,200000,500000,7.0
Might and Magic: Heroes VII – Trial by Fire,"Aug 4, 2016",29.99,770,420,445310,0,20000,42.0
Mysterica,"Oct 9, 2020",0.0,6,5,1394410,20000,50000,
Starfighter Neon,"Dec 18, 2017",0.99,3,0,744170,20000,50000,
The Sandbox of God: Remastered Edition,"May 9, 2018",3.99,6,2,840730,0,20000,
ED-IT,"Oct 21, 2019",0.0,6,1,1151570,0,20000,
Asterism,"Jul 22, 2021",8.49,1,1,1093830,0,20000,
President Evil,"Sep 29, 2017",5.0,5,18,713080,0,20000,
Trials Evolution: Gold Edition,"Mar 21, 2013",19.99,1590,462,220160,200000,500000,11.0
The Outcast Lovers,"Jul 31, 2020",0.0,46,19,1355430,0,20000,1.0
Devil's Dare 悪魔の挑戦,"Oct 21, 2014",12.99,104,47,279580,20000,50000,5.0
City Destructor,"Apr 14, 2020",3.99,14,8,1275390,0,20000,
Chimeras: The Signs of Prophecy Collector's Edition,"Jul 21, 2017",9.99,4,1,678410,0,20000,
Plancon: Space Conflict,"Aug 8, 2016",6.99,50,71,461940,20000,50000,
Blast Em!,"Jan 22, 2014",0.0,136,161,257630,50000,100000,3.0
Synthwave Dream '85,"Aug 31, 2018",4.99,53,6,881130,0,20000,1.0
Theme Park Worker,"Feb 20, 2019",16.99,2,1,1020560,0,20000,
Argonauts Agency: Missing Daughter,"Jan 16, 2022",5.99,3,0,1788910,0,20000,
Captain Clive: Danger From Dione,"Aug 7, 2020",2.99,8,0,1330920,20000,50000,
Dragon Age™ Inquisition,"Jun 4, 2020",39.99,7504,2479,1222690,200000,500000,
SpaceShot,"Sep 20, 2017",0.99,156,45,675940,0,20000,
Pi,"Oct 16, 2017",4.99,4,1,719740,0,20000,3.0
Third Eye,"Aug 5, 2019",15.99,8,4,515060,0,20000,4.0
Defense Zone 2,"May 30, 2014",3.99,112,20,295630,0,20000,12.0
Orphan of the Petal,"Feb 4, 2019",0.0,46,17,975050,20000,50000,
Transport Giant,"Sep 5, 2014",2.99,214,163,271370,50000,100000,
Asterix & Obelix XXL 2,"Nov 28, 2018",29.99,506,133,887060,20000,50000,8.0
VR Chinese Garden Tour (HD): Flying as a dragonfly,"Mar 23, 2021",1.49,11,1,1573130,0,20000,
Minotaur,"Sep 5, 2019",14.99,304,12,680590,0,20000,
Battle Trendaria,"Nov 9, 2017",0.99,1,0,739660,0,20000,
Avalanche 2: Super Avalanche,"Jun 11, 2015",4.99,203,32,351250,50000,100000,5.0
Heroes Must Die,"Jul 15, 2016",0.0,37,12,464050,0,20000,2.0
Cat Slide Tiles,"Jun 6, 2021",1.19,89,0,1646030,0,20000,
Trine 3: The Artifacts of Power,"Aug 20, 2015",21.99,5016,2776,319910,500000,1000000,5.0
Pencil vs. Eraser,"Aug 8, 2019",2.99,1,0,1092070,0,20000,
Toukiden: Kiwami,"Jun 25, 2015",59.99,836,390,363130,50000,100000,23.0
Incredible Dracula: Legacy of the Valkyries,"Jun 16, 2021",6.99,10,1,1644020,0,20000,
The Cursed Tower,"Feb 5, 2018",0.0,57,34,705370,20000,50000,
Save The Astronaut,"Sep 30, 2020",0.99,14,0,1404070,20000,50000,1.0
Allods Online RU,"Jan 26, 2016",0.0,966,505,381640,200000,500000,
5 Star Rio Resort,"Jun 30, 2017",8.99,20,7,636050,0,20000,14.0
Rushdown Revolt,"Sep 10, 2020",0.0,1000,164,1376070,100000,200000,
JumpStream,"Sep 19, 2018",0.0,8,5,846780,0,20000,
MetaPhysical,"Oct 28, 2021",11.99,23,9,1568620,50000,100000,
Mega Man Legacy Collection 2,"Aug 8, 2017",19.99,857,120,495050,50000,100000,
Phantom Thief Celianna,"Nov 15, 2018",12.99,174,90,907210,20000,50000,
Airscape - The Fall of Gravity,"Aug 11, 2015",4.99,2185,478,317250,500000,1000000,4.0
No-brainer Heroes 挂机吧！勇者,"Nov 29, 2019",9.99,1198,316,1097420,200000,500000,
Trigonometry,"Nov 24, 2017",0.99,38,6,749990,0,20000,
Cards of the Dead,"Oct 21, 2021",7.99,40,10,1592230,0,20000,
Circularity,"Oct 3, 2017",4.99,27,17,709380,0,20000,
Ys I & II Chronicles+,"Feb 14, 2013",14.99,1167,144,223870,100000,200000,
Hunting Moon - Depression & Succubus,"Jun 15, 2020",1.99,63,24,1292750,0,20000,
Vivez Versailles,"Jul 5, 2018",0.0,25,12,788540,0,20000,
侠之信条,"Jan 25, 2022",9.99,74,66,1809310,0,20000,
Sorcery Is for Saps,"Oct 14, 2016",4.99,16,4,540660,0,20000,
Farmer's Fairy Tale,"May 30, 2021",29.99,18,14,821820,0,20000,
Origin Of Destiny: Crimson Awakening,"Apr 1, 2016",0.0,90,34,448570,50000,100000,
Lone elven wanderer,"May 19, 2022",10.99,10,0,1987650,0,20000,
Virtual Temple: Order of the Golden Dawn,"Jul 26, 2017",4.99,7,1,653970,0,20000,
Aimtastic,"Jan 28, 2018",0.0,2373,147,757240,200000,500000,1.0
A Tale of Caos: Overture,"Dec 21, 2016",9.99,38,16,500320,0,20000,11.0
救赎抉择Resurrection,"Sep 24, 2019",4.99,13,0,1144270,0,20000,7.0
Super Hero Fight Club: Reloaded,"Dec 27, 2018",0.99,11,3,977540,0,20000,
Sumerian Blood: Gilgamesh against the Gods,"Jul 1, 2018",3.99,6,1,877310,0,20000,
Twinfold,"Dec 4, 2018",5.99,12,1,980880,0,20000,
The Essence Reaper Ritual,"Mar 23, 2020",1.99,3,2,674840,0,20000,
Ninja Code,"Oct 7, 2018",3.99,19,11,949880,0,20000,
MotoGP™13,"Jun 20, 2013",9.99,661,202,240600,100000,200000,
¡Arre Unicornio!,"Mar 18, 2022",2.99,11,0,1673650,0,20000,
Tell Me Why,"Aug 27, 2020",19.99,6890,1256,1180660,500000,1000000,9.0
A Knights Adventure,"Feb 5, 2021",3.99,3,0,1525560,0,20000,
Alpaca Ball: Allstars,"Oct 15, 2020",19.99,66,4,1232640,0,20000,
A Long Way Down,"Aug 27, 2020",17.99,149,63,856990,0,20000,
Angry Rock,"Sep 14, 2020",9.99,0,1,1410050,0,20000,
Goonya Fighter,"Nov 11, 2021",14.99,3,0,1211370,0,20000,
Sublevel Zero Redux,"Oct 8, 2015",14.99,439,58,327880,20000,50000,5.0
Bunny Mania 2,"Nov 23, 2017",2.49,5,0,746770,0,20000,
The Settlers® : Rise of an Empire - History Edition,"Jan 22, 2019",11.99,304,86,965310,20000,50000,23.0
War of Three Kingdoms,"Apr 8, 2019",0.0,7,20,1002230,0,20000,
Deadly Step,"Sep 13, 2019",9.99,9,5,1117760,0,20000,
Area-X,"Jun 24, 2015",24.99,24,0,350550,0,20000,
Legend Bowl,"Sep 2, 2021",24.99,543,54,1106340,20000,50000,
MORDER,"Aug 4, 2019",17.99,3,0,703960,0,20000,
Trap Shrine,"Mar 29, 2019",9.99,1400,85,951000,20000,50000,5.0
Asteroid Invaders,"Jul 19, 2019",2.99,1,0,1090340,0,20000,
Canvas Hockey,"Aug 5, 2020",0.99,30,1,1351400,0,20000,
Journey For Elysium,"Oct 31, 2019",9.99,69,9,1036260,0,20000,
Pipe connect,"Feb 28, 2022",0.49,6,0,1908430,0,20000,
Recyclomania,"Aug 28, 2019",2.24,14,6,1139830,0,20000,
Gekisou! Benza Race -Toilet Shooting Star-,"Aug 26, 2019",6.99,16,4,1136930,0,20000,
Electronic Super Joy: Groove City,"Jun 6, 2014",4.99,457,108,301460,50000,100000,1.0
Fight the Horror,"Apr 9, 2019",14.99,30,29,857600,0,20000,
Jurassic Island: The Dinosaur Zoo,"Nov 23, 2015",3.99,10,83,378420,0,20000,
Bloody Mice,"Aug 19, 2017",0.99,31,14,676000,20000,50000,
Visual Novel Sisters,"Sep 23, 2021",4.99,17,2,1734890,0,20000,
Impious Pumpkins,"Dec 13, 2021",4.99,24,3,1774080,0,20000,
12 Labours of Hercules,"Mar 23, 2015",2.99,2715,185,342580,100000,200000,6.0
Fleet Scrapper,"Feb 16, 2019",3.99,4,2,1018820,0,20000,
Super Rude Bear Resurrection,"May 5, 2017",14.99,96,63,384250,20000,50000,2.0
Electronic Universe,"Nov 11, 2021",0.0,20,0,1801560,0,20000,
4DSnake,"Apr 4, 2019",6.99,5,0,1031580,0,20000,
Phantom Breaker: Battle Grounds,"Jan 23, 2015",11.99,2414,471,329490,200000,500000,2.0
Hooplord,"Apr 9, 2020",6.99,18,2,1246710,0,20000,
H-SNIPER: Middle East,"Jan 16, 2020",0.99,414,46,1190110,20000,50000,
Love on Beach,"Mar 3, 2022",10.99,2,0,1895240,0,20000,
CABARET 4 CARD,"Dec 31, 2020",3.99,1,0,1488700,0,20000,
Wanderlust: Bangkok Prelude,"May 28, 2020",0.0,16,0,1306990,0,20000,
Mainlining,"Jan 26, 2017",12.99,242,67,454950,100000,200000,5.0
Cat's Cradle,"Dec 13, 2020",2.99,7,0,1472040,0,20000,
Sumotori Dreams Classic,"May 3, 2021",4.99,91,6,1604240,0,20000,
LifeZ - Survival,"Mar 29, 2018",9.99,157,61,809210,20000,50000,
CDF Starfighter VR,"May 26, 2017",29.99,65,37,433190,0,20000,
Projectile Dysfunction,"Aug 28, 2020",3.99,37,8,1351950,0,20000,
Skull's Impossible Quest,"Jan 15, 2022",7.99,6,0,932530,0,20000,
The Guise,"Oct 20, 2020",4.99,35,11,1154680,0,20000,
Soldiers: Heroes of World War II,"Jul 3, 2014",4.99,501,82,11480,100000,200000,30.0
Teenage Blob: Paperperson - The First Single,"Sep 17, 2020",0.0,43,1,1361240,0,20000,1.0
My Strong Horse,"Jun 1, 2020",0.0,19,5,1295670,50000,100000,
Doodle Art: Drawing Games,"Dec 6, 2021",9.99,3,0,1705470,0,20000,
宇宙终极秘密-灵魂The ultimate secret of the universe：Soul,"May 6, 2021",9.99,0,1,1605910,0,20000,
DG2: Defense Grid 2,"Sep 23, 2014",14.99,2287,403,221540,200000,500000,10.0
DreamDasher,"Sep 5, 2020",0.0,77,13,1394340,0,20000,1.0
Until the Last Plane,"Mar 4, 2021",8.39,66,24,1240550,0,20000,
Ring of Pain,"Oct 15, 2020",19.99,3040,286,998740,100000,200000,9.0
Proyecto Flamingo X1,"May 25, 2020",5.99,16,0,1230650,0,20000,
Chaos Girl,"Mar 10, 2022",3.99,10,1,1906110,0,20000,
Gauntlet of IRE,"Dec 15, 2017",0.0,122,41,754540,0,20000,
Fairy Maids,"Jul 19, 2016",6.99,3,4,503090,0,20000,
6Souls,"Dec 3, 2021",4.99,15,1,1153520,0,20000,
Sam & Max: This Time It's Virtual!,"Sep 10, 2021",29.99,31,40,1431290,0,20000,3.0
Archons of Doom,"Nov 30, 2021",11.99,2,0,1464130,0,20000,
Anicon - Animal Complex - Sheep's Path,"Aug 3, 2018",7.99,6,1,611390,0,20000,
[Neolithic]To the End,"Dec 7, 2021",3.99,7,1,1519140,100000,200000,
The Dark Pictures Anthology: House of Ashes,"Oct 21, 2021",29.99,4251,545,1281590,200000,500000,
BOX: Space Station,"May 12, 2021",0.99,29,0,1613150,0,20000,
Wizard Hunter 2348,"Jul 16, 2018",4.99,7,0,705530,0,20000,
MARK-I: Mission Pilot,"Jun 12, 2021",1.99,6,0,1506020,0,20000,
The First Odyssey,"Jun 14, 2022",9.99,0,1,1846510,0,20000,
Teamkill,"Feb 17, 2022",10.99,18,0,1730020,0,20000,
Trivia Party,"Apr 1, 2022",4.99,6,0,1931890,0,20000,
Shot Online,"Jan 21, 2019",0.0,63,39,390090,20000,50000,
iStorm,"Apr 16, 2017",0.0,46,67,610940,0,20000,
堕星之乱,"Apr 2, 2021",0.99,14,7,1492870,0,20000,
Polyville Canyon,"May 19, 2021",1.99,102,8,1343640,0,20000,
Bloodsports.TV,"Mar 30, 2015",9.99,430,131,336420,100000,200000,
Ostalgie: The Berlin Wall,"Mar 25, 2018",5.99,518,41,774091,100000,200000,
坏小孩,"Jul 14, 2021",2.99,1095,29,1626890,50000,100000,
Smile To Fly,"Nov 8, 2019",2.99,7,1,1164330,0,20000,
Neighbours from Hell Compilation,"Nov 7, 2013",0.0,2544,63,260750,200000,500000,
The Demon Lord is New in Town!,"Jan 24, 2022",24.99,75,24,1413980,0,20000,
Stronghold: Warlords,"Mar 9, 2021",9.99,2164,1252,907650,100000,200000,18.0
Dimension Shifter,"Jan 21, 2022",4.99,1,0,1865470,0,20000,
Zipple World,"Jan 19, 2016",4.99,12,14,433110,0,20000,
Persona® 5 Strikers,"Feb 22, 2021",59.99,9027,664,1382330,200000,500000,35.0
Dreadtides,"Apr 2, 2020",18.99,20,4,1256510,0,20000,
Ball Twist,"May 15, 2021",3.99,2,0,1623220,0,20000,
Plants vs. Zombies: Battle for Neighborville™,"Jun 4, 2020",39.99,6915,2680,1262240,500000,1000000,4.0
ANti: Virus Destroyer,"Jul 23, 2018",0.99,2,0,762860,0,20000,
Disney Princess: Enchanted Journey,"Oct 10, 2014",19.99,184,18,322130,20000,50000,2.0
Haunted Hotel,"Oct 21, 2016",6.99,4,8,533030,0,20000,
Legends of Ellaria,"Apr 1, 2021",24.99,474,283,621070,20000,50000,
7 Days in Dream 光尘,"May 14, 2018",2.99,31,2,819870,0,20000,
Siam Twinstick,"Nov 15, 2018",0.0,4,1,969240,0,20000,
Cold Hill,"Aug 18, 2021",3.99,1,0,1646770,0,20000,
Surrounded by mice,"May 16, 2019",0.99,4,2,1079430,0,20000,
Dogs and Pigs,"Jan 21, 2022",1.99,2,0,1863310,0,20000,
Perfect Ball,"Mar 7, 2022",1.99,2,0,1910740,0,20000,
Survival Space: Unlimited Shooting,"Jan 31, 2018",0.99,1,0,781830,0,20000,
Roof Genocide,"Dec 10, 2021",1.99,2,1,1827780,50000,100000,
Find this!,"Sep 1, 2017",3.99,111,26,698300,20000,50000,
Train Manager,"Feb 11, 2019",0.99,5,3,1010590,0,20000,
101 Ways to Die,"Mar 17, 2016",9.99,29,9,413480,0,20000,9.0
Piggy Poggy Pog,"Nov 28, 2017",1.99,413,108,754040,20000,50000,
The Last NightMary - A Lenda do Cabeça de Cuia,"Nov 2, 2015",3.99,552,128,407300,50000,100000,1.0
Impresja,"Jul 27, 2017",2.79,28,12,657530,0,20000,
Scuffle Scoundrels,"Sep 8, 2017",4.99,3,0,689120,0,20000,
Super Wiloo Demake,"Jul 31, 2020",4.99,3,1,1373760,0,20000,1.0
Psychocat: The Door,"Jan 12, 2021",4.99,13,2,1384820,0,20000,
ONINAKI,"Aug 22, 2019",49.99,263,129,987720,20000,50000,18.0
サバイバルメソッド Survival Method,"Jan 25, 2019",16.99,42,79,729030,0,20000,
Last Man,"May 15, 2020",9.99,1,0,1113360,0,20000,
Until Sunset,"Jan 18, 2021",1.99,9,1,1500350,0,20000,
Super Bit Blaster XL,"Mar 16, 2020",3.99,589,31,865040,20000,50000,2.0
Star Conflict,"Feb 27, 2013",0.0,10454,3525,212070,2000000,5000000,
Electric,"Jan 14, 2022",0.57,0,1,1829130,0,20000,
Girls' civilization 3,"Jul 13, 2022",18.99,2,2,1975810,0,20000,
Villagers,"Mar 25, 2016",14.99,161,152,412460,50000,100000,
Dolphin Swim,"Apr 10, 2019",0.0,18,24,1047720,20000,50000,
#SelfieTennis,"Apr 1, 2016",9.99,79,25,392190,0,20000,
Gravewood High,"Oct 20, 2021",19.99,150,9,1239300,20000,50000,
Wadality - VR Sandbox,"Nov 16, 2021",0.0,24,0,1705030,0,20000,
Go Emoji Go The Maze,"Aug 19, 2021",7.99,0,1,1713210,0,20000,
Jo-Jo Fighter,"Nov 20, 2021",9.99,13,2,1804280,0,20000,
Amusemos,"Jan 11, 2021",3.99,0,1,1391550,0,20000,
PROVIDER,"Nov 26, 2021",9.99,1,1,1604390,0,20000,
QUICKERFLAK_RUTHLESSMOD,"Jun 10, 2022",0.49,16,0,2010110,0,20000,
Item synthesis and dungeon exploration,"Dec 21, 2021",6.99,0,1,1838660,0,20000,
VRTGO,"Jun 26, 2017",0.0,3,2,651320,0,20000,
Delay,"Jun 12, 2017",1.99,21,6,652910,0,20000,
No Clue VR,"Nov 7, 2017",19.99,15,7,625320,0,20000,
AI: THE SOMNIUM FILES - nirvanA Initiative,"Jun 24, 2022",59.99,1058,98,1449200,50000,100000,
Pleasure in Dream,"Jan 12, 2017",5.99,0,1,575080,0,20000,
August of August,"Aug 18, 2020",1.99,14,1,1380840,0,20000,
Trivia Vault: Mixed Trivia,"Aug 11, 2017",14.99,31,30,686550,0,20000,1.0
Brew-Ha,"Mar 19, 2018",0.0,11,4,786490,0,20000,
Power Punch II,"Aug 22, 2019",2.44,2,1,1137670,0,20000,
New Adult Reality,"Jan 1, 2019",9.99,1,1,974920,0,20000,
Stickman Jetpack,"Jan 16, 2018",0.99,32,19,764490,20000,50000,1.0
Super Hiking  Simulator 2020,"Feb 28, 2020",1.47,11,3,1232500,0,20000,
Orlando Theme Park VR - Roller Coaster and Rides,"Aug 21, 2020",0.0,5,33,1373810,50000,100000,
Poker Championship,"Sep 25, 2019",0.0,953,200,1138190,100000,200000,1.0
Cardinal Chains,"Sep 9, 2021",2.99,12,0,1422220,0,20000,11.0
El Shaddai ASCENSION OF THE METATRON HD Remaster,"Sep 1, 2021",29.99,215,26,1581040,0,20000,
Sokobos,"Apr 1, 2022",4.99,42,0,1655890,0,20000,
The Most Challenging Game,"Dec 21, 2017",4.99,1,0,762100,0,20000,
Geology Business,"Feb 24, 2017",0.0,40,34,527240,20000,50000,
Conquest,"Nov 18, 2021",13.99,23,4,1795750,0,20000,
Super Trench Attack 2,"Nov 6, 2015",2.99,71,46,385360,20000,50000,2.0
Rocket Squad,"Sep 29, 2020",4.99,2,1,1398860,0,20000,
Breadbox,"Nov 27, 2021",24.99,5,0,1770440,0,20000,
Return to Planet X,"Sep 7, 2018",9.99,12,7,643970,0,20000,
Dracula Is Coming,"Oct 15, 2021",0.5,2,1,1758110,0,20000,
Hidden Forest,"Oct 5, 2021",17.99,2,4,1689020,0,20000,
Mutant Football League,"Oct 31, 2017",14.99,624,42,529520,20000,50000,9.0
神谋,"Jul 1, 2019",1.99,13,3,1093900,0,20000,
Delicious - Emily's Christmas Carol,"Nov 4, 2016",12.99,140,17,544600,0,20000,
Coaster of Carnage VR,"Dec 5, 2017",0.99,8,16,737260,0,20000,
Mars 2030,"Jul 31, 2017",14.99,56,27,510850,0,20000,
UBERMOSH:SANTICIDE,"Jul 27, 2018",0.49,166,10,898450,20000,50000,1.0
We Know the Devil,"Feb 15, 2016",6.66,686,45,435300,0,20000,1.0
Ninja Scarf,"Jun 4, 2020",2.99,5,2,1260860,0,20000,
Good Boy!,"May 2, 2018",0.99,13,10,840440,0,20000,
HUMANKIND™,"Aug 17, 2021",49.99,13419,6220,1124300,500000,1000000,15.0
reIterate(),"Jan 13, 2022",5.99,40,1,1531620,0,20000,
Rocks and Rockets,"Oct 4, 2017",0.99,31,15,715470,0,20000,
Life is Paine,"Jan 31, 2022",3.0,6,1,1853190,0,20000,
Balance Knight,"Apr 26, 2022",2.99,1,1,1959440,0,20000,
In Your Face TD,"Mar 22, 2017",0.0,138,7,564330,0,20000,
Sudoku RPG,"Feb 10, 2021",2.99,99,18,1474200,20000,50000,5.0
The Vision Of The Ant,"Jan 14, 2022",9.99,1,0,1854280,0,20000,
Hostil,"Dec 1, 2017",2.99,179,32,726200,20000,50000,1.0
Collisus,"Feb 25, 2021",4.99,20,1,1531010,0,20000,
Battle of Frigates,"Sep 21, 2017",2.99,62,46,711320,20000,50000,
The Breadmaker,"Jun 6, 2022",2.99,5,0,1927020,0,20000,
RAZ,"Sep 13, 2018",0.99,5,0,912580,0,20000,3.0
Fantasy Raiders,"Jul 25, 2018",14.99,10,4,862490,0,20000,
Huusuienbu - Chapter spring and Summer,"May 28, 2019",6.99,80,15,622670,0,20000,
Mezmeratu,"Oct 29, 2020",7.99,9,3,1325520,0,20000,
Spunk and Moxie,"May 6, 2016",3.99,20,3,449310,0,20000,
Tales From Evenfall,"Sep 22, 2020",2.99,2,0,1377970,0,20000,
ShellShock Live,"May 22, 2020",6.99,28180,1974,326460,500000,1000000,12.0
Wordle 3,"Oct 6, 2020",3.99,136,28,1428820,20000,50000,
Soulflow,"Mar 18, 2022",2.99,25,1,1822900,0,20000,
Jigsaw Masterpieces,"Mar 11, 2019",0.0,32,15,977490,20000,50000,
Yatagarasu Attack on Cataclysm,"Jul 7, 2015",14.99,187,95,319280,20000,50000,1.0
Inner,"Aug 15, 2019",0.0,10,3,1133210,0,20000,4.0
Witanlore: Dreamtime,"Jan 24, 2017",0.99,33,33,554570,0,20000,
Infinity Disk,"Nov 7, 2018",7.99,6,1,940700,0,20000,
Submarine Attack!,"May 17, 2019",2.99,7,3,1068910,0,20000,1.0
